DataZone,IntZone,CA,HSCP,HB,SIMD2012Rank,SIMD2012CountryDecile,SIMD2012CountryQuintile,SIMD2012HBDecile,SIMD2012HBQuintile,SIMD2012HSCPDecile,SIMD2012HSCPQuintile,SIMD2012CADecile,SIMD2012CAQuintile,SIMD2012Most15pc,SIMD2012Least15pc
S01003114,S02000603,S12000049,S37000034,S08000031,3639,6,3,7,4,8,4,8,4,0,0
S01003115,S02000602,S12000049,S37000034,S08000031,4267,7,4,8,4,9,5,9,5,0,0
S01003116,S02000599,S12000049,S37000034,S08000031,1738,3,2,5,3,6,3,6,3,0,0
S01003117,S02000607,S12000049,S37000034,S08000031,2067,4,2,5,3,6,3,6,3,0,0
S01003118,S02000602,S12000049,S37000034,S08000031,1420,3,2,4,2,5,3,5,3,0,0
S01003119,S02000600,S12000049,S37000034,S08000031,3223,5,3,7,4,8,4,8,4,0,0
S01003120,S02000608,S12000049,S37000034,S08000031,4965,8,4,8,4,9,5,9,5,0,0
S01003121,S02000601,S12000049,S37000034,S08000031,304,1,1,2,1,2,1,2,1,1,0
S01003122,S02000610,S12000049,S37000034,S08000031,2091,4,2,5,3,6,3,6,3,0,0
S01003123,S02000608,S12000049,S37000034,S08000031,3730,6,3,7,4,8,4,8,4,0,0
S01003124,S02000607,S12000049,S37000034,S08000031,4208,7,4,8,4,9,5,9,5,0,0
S01003125,S02000604,S12000049,S37000034,S08000031,3618,6,3,7,4,8,4,8,4,0,0
S01003126,S02000602,S12000049,S37000034,S08000031,1834,3,2,5,3,6,3,6,3,0,0
S01003127,S02000600,S12000049,S37000034,S08000031,2865,5,3,6,3,7,4,7,4,0,0
S01003128,S02000603,S12000049,S37000034,S08000031,1387,3,2,4,2,5,3,5,3,0,0
S01003129,S02000604,S12000049,S37000034,S08000031,3436,6,3,7,4,8,4,8,4,0,0
S01003130,S02000603,S12000049,S37000034,S08000031,2904,5,3,6,3,7,4,7,4,0,0
S01003131,S02000607,S12000049,S37000034,S08000031,4037,7,4,7,4,9,5,9,5,0,0
S01003132,S02000602,S12000049,S37000034,S08000031,834,2,1,3,2,4,2,4,2,1,0
S01003133,S02000604,S12000049,S37000034,S08000031,5099,8,4,8,4,10,5,10,5,0,0
S01003134,S02000610,S12000049,S37000034,S08000031,1010,2,1,3,2,5,3,5,3,1,0
S01003135,S02000610,S12000049,S37000034,S08000031,1582,3,2,5,3,6,3,6,3,0,0
S01003136,S02000603,S12000049,S37000034,S08000031,3519,6,3,7,4,8,4,8,4,0,0
S01003137,S02000605,S12000049,S37000034,S08000031,3427,6,3,7,4,8,4,8,4,0,0
S01003138,S02000602,S12000049,S37000034,S08000031,1173,2,1,4,2,5,3,5,3,0,0
S01003139,S02000609,S12000049,S37000034,S08000031,5077,8,4,8,4,9,5,9,5,0,0
S01003140,S02000601,S12000049,S37000034,S08000031,88,1,1,1,1,1,1,1,1,1,0
S01003141,S02000604,S12000049,S37000034,S08000031,5305,9,5,9,5,10,5,10,5,0,0
S01003142,S02000610,S12000049,S37000034,S08000031,503,1,1,2,1,3,2,3,2,1,0
S01003143,S02000603,S12000049,S37000034,S08000031,2586,4,2,6,3,7,4,7,4,0,0
S01003144,S02000606,S12000049,S37000034,S08000031,1157,2,1,4,2,5,3,5,3,0,0
S01003145,S02000613,S12000049,S37000034,S08000031,1528,3,2,4,2,6,3,6,3,0,0
S01003146,S02000605,S12000049,S37000034,S08000031,3495,6,3,7,4,8,4,8,4,0,0
S01003147,S02000606,S12000049,S37000034,S08000031,1580,3,2,4,2,6,3,6,3,0,0
S01003148,S02000613,S12000049,S37000034,S08000031,1942,3,2,5,3,6,3,6,3,0,0
S01003149,S02000605,S12000049,S37000034,S08000031,3328,5,3,7,4,8,4,8,4,0,0
S01003150,S02000610,S12000049,S37000034,S08000031,459,1,1,2,1,3,2,3,2,1,0
S01003151,S02000611,S12000049,S37000034,S08000031,2231,4,2,5,3,7,4,7,4,0,0
S01003152,S02000607,S12000049,S37000034,S08000031,1415,3,2,4,2,5,3,5,3,0,0
S01003153,S02000612,S12000049,S37000034,S08000031,5827,9,5,10,5,10,5,10,5,0,1
S01003154,S02000605,S12000049,S37000034,S08000031,2451,4,2,6,3,7,4,7,4,0,0
S01003155,S02000608,S12000049,S37000034,S08000031,5630,9,5,9,5,10,5,10,5,0,1
S01003251,S02000619,S12000049,S37000034,S08000031,85,1,1,1,1,1,1,1,1,1,0
S01003156,S02000607,S12000049,S37000034,S08000031,2774,5,3,6,3,7,4,7,4,0,0
S01003157,S02000609,S12000049,S37000034,S08000031,2301,4,2,5,3,7,4,7,4,0,0
S01003158,S02000610,S12000049,S37000034,S08000031,346,1,1,2,1,3,2,3,2,1,0
S01003159,S02000610,S12000049,S37000034,S08000031,761,2,1,3,2,4,2,4,2,1,0
S01003160,S02000606,S12000049,S37000034,S08000031,290,1,1,2,1,2,1,2,1,1,0
S01003161,S02000606,S12000049,S37000034,S08000031,1362,2,1,4,2,5,3,5,3,0,0
S01003162,S02000613,S12000049,S37000034,S08000031,806,2,1,3,2,4,2,4,2,1,0
S01003163,S02000612,S12000049,S37000034,S08000031,5682,9,5,9,5,10,5,10,5,0,1
S01003164,S02000607,S12000049,S37000034,S08000031,2728,5,3,6,3,7,4,7,4,0,0
S01003165,S02000615,S12000049,S37000034,S08000031,1845,3,2,5,3,6,3,6,3,0,0
S01003166,S02000609,S12000049,S37000034,S08000031,3841,6,3,7,4,8,4,8,4,0,0
S01003167,S02000608,S12000049,S37000034,S08000031,452,1,1,2,1,3,2,3,2,1,0
S01003168,S02000609,S12000049,S37000034,S08000031,4652,8,4,8,4,9,5,9,5,0,0
S01003169,S02000608,S12000049,S37000034,S08000031,3499,6,3,7,4,8,4,8,4,0,0
S01003170,S02000612,S12000049,S37000034,S08000031,4136,7,4,8,4,9,5,9,5,0,0
S01003171,S02000612,S12000049,S37000034,S08000031,4744,8,4,8,4,9,5,9,5,0,0
S01003172,S02000614,S12000049,S37000034,S08000031,2187,4,2,5,3,6,3,6,3,0,0
S01003173,S02000614,S12000049,S37000034,S08000031,3098,5,3,6,3,8,4,8,4,0,0
S01003174,S02000616,S12000049,S37000034,S08000031,2226,4,2,5,3,7,4,7,4,0,0
S01003175,S02000615,S12000049,S37000034,S08000031,695,2,1,3,2,4,2,4,2,1,0
S01003176,S02000614,S12000049,S37000034,S08000031,2070,4,2,5,3,6,3,6,3,0,0
S01003177,S02000614,S12000049,S37000034,S08000031,4355,7,4,8,4,9,5,9,5,0,0
S01003178,S02000621,S12000049,S37000034,S08000031,1273,2,1,4,2,5,3,5,3,0,0
S01003179,S02000616,S12000049,S37000034,S08000031,2641,4,2,6,3,7,4,7,4,0,0
S01003180,S02000611,S12000049,S37000034,S08000031,4507,7,4,8,4,9,5,9,5,0,0
S01003181,S02000617,S12000049,S37000034,S08000031,439,1,1,2,1,3,2,3,2,1,0
S01003182,S02000617,S12000049,S37000034,S08000031,293,1,1,2,1,2,1,2,1,1,0
S01003183,S02000614,S12000049,S37000034,S08000031,2283,4,2,5,3,7,4,7,4,0,0
S01003184,S02000617,S12000049,S37000034,S08000031,105,1,1,1,1,1,1,1,1,1,0
S01003185,S02000615,S12000049,S37000034,S08000031,427,1,1,2,1,3,2,3,2,1,0
S01003186,S02000612,S12000049,S37000034,S08000031,4770,8,4,8,4,9,5,9,5,0,0
S01003187,S02000614,S12000049,S37000034,S08000031,3234,5,3,7,4,8,4,8,4,0,0
S01003188,S02000616,S12000049,S37000034,S08000031,1170,2,1,4,2,5,3,5,3,0,0
S01003189,S02000616,S12000049,S37000034,S08000031,1960,3,2,5,3,6,3,6,3,0,0
S01003190,S02000615,S12000049,S37000034,S08000031,361,1,1,2,1,3,2,3,2,1,0
S01003191,S02000616,S12000049,S37000034,S08000031,1159,2,1,4,2,5,3,5,3,0,0
S01003192,S02000614,S12000049,S37000034,S08000031,1482,3,2,4,2,6,3,6,3,0,0
S01003193,S02000618,S12000049,S37000034,S08000031,3692,6,3,7,4,8,4,8,4,0,0
S01003194,S02000620,S12000049,S37000034,S08000031,153,1,1,1,1,2,1,2,1,1,0
S01003195,S02000613,S12000049,S37000034,S08000031,3107,5,3,7,4,8,4,8,4,0,0
S01003196,S02000612,S12000049,S37000034,S08000031,4345,7,4,8,4,9,5,9,5,0,0
S01003197,S02000623,S12000049,S37000034,S08000031,3912,6,3,7,4,8,4,8,4,0,0
S01003198,S02000615,S12000049,S37000034,S08000031,639,1,1,3,2,4,2,4,2,1,0
S01003199,S02000611,S12000049,S37000034,S08000031,1521,3,2,4,2,6,3,6,3,0,0
S01003200,S02000616,S12000049,S37000034,S08000031,1475,3,2,4,2,6,3,6,3,0,0
S01003201,S02000619,S12000049,S37000034,S08000031,1334,2,1,4,2,5,3,5,3,0,0
S01003202,S02000610,S12000049,S37000034,S08000031,218,1,1,1,1,2,1,2,1,1,0
S01003203,S02000621,S12000049,S37000034,S08000031,1452,3,2,4,2,6,3,6,3,0,0
S01003204,S02000617,S12000049,S37000034,S08000031,801,2,1,3,2,4,2,4,2,1,0
S01003205,S02000619,S12000049,S37000034,S08000031,87,1,1,1,1,1,1,1,1,1,0
S01003206,S02000616,S12000049,S37000034,S08000031,488,1,1,2,1,3,2,3,2,1,0
S01003207,S02000622,S12000049,S37000034,S08000031,2193,4,2,5,3,7,4,7,4,0,0
S01003208,S02000620,S12000049,S37000034,S08000031,38,1,1,1,1,1,1,1,1,1,0
S01003209,S02000621,S12000049,S37000034,S08000031,2584,4,2,6,3,7,4,7,4,0,0
S01003210,S02000612,S12000049,S37000034,S08000031,4395,7,4,8,4,9,5,9,5,0,0
S01003211,S02000622,S12000049,S37000034,S08000031,2508,4,2,6,3,7,4,7,4,0,0
S01003212,S02000623,S12000049,S37000034,S08000031,4126,7,4,7,4,9,5,9,5,0,0
S01003213,S02000620,S12000049,S37000034,S08000031,897,2,1,3,2,4,2,4,2,1,0
S01003214,S02000626,S12000049,S37000034,S08000031,1019,2,1,4,2,5,3,5,3,1,0
S01003215,S02000617,S12000049,S37000034,S08000031,881,2,1,3,2,4,2,4,2,1,0
S01003216,S02000627,S12000049,S37000034,S08000031,1689,3,2,5,3,6,3,6,3,0,0
S01003217,S02000619,S12000049,S37000034,S08000031,37,1,1,1,1,1,1,1,1,1,0
S01003218,S02000625,S12000049,S37000034,S08000031,1712,3,2,5,3,6,3,6,3,0,0
S01003219,S02000621,S12000049,S37000034,S08000031,2715,5,3,6,3,7,4,7,4,0,0
S01003220,S02000622,S12000049,S37000034,S08000031,1796,3,2,5,3,6,3,6,3,0,0
S01003221,S02000625,S12000049,S37000034,S08000031,362,1,1,2,1,3,2,3,2,1,0
S01003222,S02000622,S12000049,S37000034,S08000031,2195,4,2,5,3,7,4,7,4,0,0
S01003223,S02000620,S12000049,S37000034,S08000031,242,1,1,2,1,2,1,2,1,1,0
S01003224,S02000623,S12000049,S37000034,S08000031,5151,8,4,9,5,10,5,10,5,0,0
S01003225,S02000628,S12000049,S37000034,S08000031,155,1,1,1,1,2,1,2,1,1,0
S01003226,S02000620,S12000049,S37000034,S08000031,227,1,1,1,1,2,1,2,1,1,0
S01003227,S02000622,S12000049,S37000034,S08000031,2274,4,2,5,3,7,4,7,4,0,0
S01003228,S02000620,S12000049,S37000034,S08000031,813,2,1,3,2,4,2,4,2,1,0
S01003229,S02000624,S12000049,S37000034,S08000031,5695,9,5,9,5,10,5,10,5,0,1
S01003230,S02000621,S12000049,S37000034,S08000031,2234,4,2,5,3,7,4,7,4,0,0
S01003231,S02000626,S12000049,S37000034,S08000031,865,2,1,3,2,4,2,4,2,1,0
S01003232,S02000634,S12000049,S37000034,S08000031,84,1,1,1,1,1,1,1,1,1,0
S01003233,S02000623,S12000049,S37000034,S08000031,5366,9,5,9,5,10,5,10,5,0,0
S01003234,S02000624,S12000049,S37000034,S08000031,4765,8,4,8,4,9,5,9,5,0,0
S01003235,S02000611,S12000049,S37000034,S08000031,2418,4,2,6,3,7,4,7,4,0,0
S01003236,S02000624,S12000049,S37000034,S08000031,2246,4,2,5,3,7,4,7,4,0,0
S01003237,S02000626,S12000049,S37000034,S08000031,606,1,1,3,2,4,2,4,2,1,0
S01003238,S02000627,S12000049,S37000034,S08000031,1773,3,2,5,3,6,3,6,3,0,0
S01003239,S02000625,S12000049,S37000034,S08000031,1291,2,1,4,2,5,3,5,3,0,0
S01003240,S02000627,S12000049,S37000034,S08000031,3440,6,3,7,4,8,4,8,4,0,0
S01003241,S02000611,S12000049,S37000034,S08000031,4391,7,4,8,4,9,5,9,5,0,0
S01003242,S02000631,S12000049,S37000034,S08000031,1885,3,2,5,3,6,3,6,3,0,0
S01003243,S02000627,S12000049,S37000034,S08000031,1841,3,2,5,3,6,3,6,3,0,0
S01003244,S02000618,S12000049,S37000034,S08000031,443,1,1,2,1,3,2,3,2,1,0
S01003245,S02000628,S12000049,S37000034,S08000031,215,1,1,1,1,2,1,2,1,1,0
S01003246,S02000632,S12000049,S37000034,S08000031,72,1,1,1,1,1,1,1,1,1,0
S01003247,S02000629,S12000049,S37000034,S08000031,553,1,1,2,1,3,2,3,2,1,0
S01003248,S02000635,S12000049,S37000034,S08000031,544,1,1,2,1,3,2,3,2,1,0
S01003249,S02000629,S12000049,S37000034,S08000031,1001,2,1,3,2,5,3,5,3,1,0
S01003250,S02000621,S12000049,S37000034,S08000031,1938,3,2,5,3,6,3,6,3,0,0
S01003252,S02000626,S12000049,S37000034,S08000031,4866,8,4,8,4,9,5,9,5,0,0
S01003253,S02000633,S12000049,S37000034,S08000031,5,1,1,1,1,1,1,1,1,1,0
S01003254,S02000619,S12000049,S37000034,S08000031,119,1,1,1,1,1,1,1,1,1,0
S01003255,S02000625,S12000049,S37000034,S08000031,1337,2,1,4,2,5,3,5,3,0,0
S01003256,S02000624,S12000049,S37000034,S08000031,195,1,1,1,1,2,1,2,1,1,0
S01003257,S02000624,S12000049,S37000034,S08000031,3387,6,3,7,4,8,4,8,4,0,0
S01003258,S02000626,S12000049,S37000034,S08000031,4487,7,4,8,4,9,5,9,5,0,0
S01003259,S02000618,S12000049,S37000034,S08000031,3094,5,3,6,3,8,4,8,4,0,0
S01003260,S02000623,S12000049,S37000034,S08000031,5146,8,4,9,5,10,5,10,5,0,0
S01003261,S02000627,S12000049,S37000034,S08000031,4850,8,4,8,4,9,5,9,5,0,0
S01003262,S02000630,S12000049,S37000034,S08000031,449,1,1,2,1,3,2,3,2,1,0
S01003263,S02000633,S12000049,S37000034,S08000031,297,1,1,2,1,2,1,2,1,1,0
S01003264,S02000621,S12000049,S37000034,S08000031,2150,4,2,5,3,6,3,6,3,0,0
S01003265,S02000627,S12000049,S37000034,S08000031,2634,4,2,6,3,7,4,7,4,0,0
S01003266,S02000630,S12000049,S37000034,S08000031,1196,2,1,4,2,5,3,5,3,0,0
S01003267,S02000632,S12000049,S37000034,S08000031,693,2,1,3,2,4,2,4,2,1,0
S01003268,S02000628,S12000049,S37000034,S08000031,1878,3,2,5,3,6,3,6,3,0,0
S01003269,S02000629,S12000049,S37000034,S08000031,370,1,1,2,1,3,2,3,2,1,0
S01003270,S02000635,S12000049,S37000034,S08000031,238,1,1,2,1,2,1,2,1,1,0
S01003271,S02000635,S12000049,S37000034,S08000031,1117,2,1,4,2,5,3,5,3,0,0
S01003272,S02000628,S12000049,S37000034,S08000031,384,1,1,2,1,3,2,3,2,1,0
S01003273,S02000633,S12000049,S37000034,S08000031,34,1,1,1,1,1,1,1,1,1,0
S01003274,S02000634,S12000049,S37000034,S08000031,89,1,1,1,1,1,1,1,1,1,0
S01003275,S02000632,S12000049,S37000034,S08000031,882,2,1,3,2,4,2,4,2,1,0
S01003276,S02000636,S12000049,S37000034,S08000031,5324,9,5,9,5,10,5,10,5,0,0
S01003277,S02000618,S12000049,S37000034,S08000031,1446,3,2,4,2,5,3,5,3,0,0
S01003278,S02000637,S12000049,S37000034,S08000031,2907,5,3,6,3,7,4,7,4,0,0
S01003279,S02000633,S12000049,S37000034,S08000031,7,1,1,1,1,1,1,1,1,1,0
S01003280,S02000631,S12000049,S37000034,S08000031,2024,3,2,5,3,6,3,6,3,0,0
S01003281,S02000630,S12000049,S37000034,S08000031,649,1,1,3,2,4,2,4,2,1,0
S01003282,S02000627,S12000049,S37000034,S08000031,4513,7,4,8,4,9,5,9,5,0,0
S01003283,S02000636,S12000049,S37000034,S08000031,3859,6,3,7,4,8,4,8,4,0,0
S01003284,S02000638,S12000049,S37000034,S08000031,840,2,1,3,2,4,2,4,2,1,0
S01003285,S02000628,S12000049,S37000034,S08000031,1591,3,2,5,3,6,3,6,3,0,0
S01003286,S02000631,S12000049,S37000034,S08000031,1017,2,1,4,2,5,3,5,3,1,0
S01003287,S02000637,S12000049,S37000034,S08000031,423,1,1,2,1,3,2,3,2,1,0
S01003288,S02000636,S12000049,S37000034,S08000031,4932,8,4,8,4,9,5,9,5,0,0
S01003289,S02000629,S12000049,S37000034,S08000031,831,2,1,3,2,4,2,4,2,1,0
S01003290,S02000630,S12000049,S37000034,S08000031,652,1,1,3,2,4,2,4,2,1,0
S01003291,S02000641,S12000049,S37000034,S08000031,296,1,1,2,1,2,1,2,1,1,0
S01003292,S02000636,S12000049,S37000034,S08000031,3691,6,3,7,4,8,4,8,4,0,0
S01003293,S02000632,S12000049,S37000034,S08000031,108,1,1,1,1,1,1,1,1,1,0
S01003294,S02000638,S12000049,S37000034,S08000031,1092,2,1,4,2,5,3,5,3,0,0
S01003295,S02000640,S12000049,S37000034,S08000031,4173,7,4,8,4,9,5,9,5,0,0
S01003296,S02000633,S12000049,S37000034,S08000031,24,1,1,1,1,1,1,1,1,1,0
S01003297,S02000628,S12000049,S37000034,S08000031,176,1,1,1,1,2,1,2,1,1,0
S01003298,S02000639,S12000049,S37000034,S08000031,2338,4,2,6,3,7,4,7,4,0,0
S01003299,S02000629,S12000049,S37000034,S08000031,266,1,1,2,1,2,1,2,1,1,0
S01003300,S02000618,S12000049,S37000034,S08000031,2510,4,2,6,3,7,4,7,4,0,0
S01003301,S02000630,S12000049,S37000034,S08000031,197,1,1,1,1,2,1,2,1,1,0
S01003302,S02000634,S12000049,S37000034,S08000031,185,1,1,1,1,2,1,2,1,1,0
S01003303,S02000634,S12000049,S37000034,S08000031,1552,3,2,4,2,6,3,6,3,0,0
S01003304,S02000631,S12000049,S37000034,S08000031,2501,4,2,6,3,7,4,7,4,0,0
S01003305,S02000632,S12000049,S37000034,S08000031,2035,3,2,5,3,6,3,6,3,0,0
S01003306,S02000638,S12000049,S37000034,S08000031,975,2,1,3,2,4,2,4,2,1,0
S01003307,S02000637,S12000049,S37000034,S08000031,499,1,1,2,1,3,2,3,2,1,0
S01003308,S02000641,S12000049,S37000034,S08000031,924,2,1,3,2,4,2,4,2,1,0
S01003309,S02000643,S12000049,S37000034,S08000031,58,1,1,1,1,1,1,1,1,1,0
S01003310,S02000637,S12000049,S37000034,S08000031,1352,2,1,4,2,5,3,5,3,0,0
S01003311,S02000636,S12000049,S37000034,S08000031,4705,8,4,8,4,9,5,9,5,0,0
S01003312,S02000641,S12000049,S37000034,S08000031,856,2,1,3,2,4,2,4,2,1,0
S01003313,S02000633,S12000049,S37000034,S08000031,77,1,1,1,1,1,1,1,1,1,0
S01003314,S02000633,S12000049,S37000034,S08000031,42,1,1,1,1,1,1,1,1,1,0
S01003315,S02000642,S12000049,S37000034,S08000031,2252,4,2,5,3,7,4,7,4,0,0
S01003316,S02000644,S12000049,S37000034,S08000031,934,2,1,3,2,4,2,4,2,1,0
S01003317,S02000646,S12000049,S37000034,S08000031,2139,4,2,5,3,6,3,6,3,0,0
S01003318,S02000645,S12000049,S37000034,S08000031,4073,7,4,7,4,9,5,9,5,0,0
S01003319,S02000638,S12000049,S37000034,S08000031,5108,8,4,8,4,10,5,10,5,0,0
S01003320,S02000642,S12000049,S37000034,S08000031,3119,5,3,7,4,8,4,8,4,0,0
S01003321,S02000645,S12000049,S37000034,S08000031,3689,6,3,7,4,8,4,8,4,0,0
S01003322,S02000644,S12000049,S37000034,S08000031,1003,2,1,3,2,5,3,5,3,1,0
S01003323,S02000636,S12000049,S37000034,S08000031,4589,7,4,8,4,9,5,9,5,0,0
S01003324,S02000644,S12000049,S37000034,S08000031,1562,3,2,4,2,6,3,6,3,0,0
S01003325,S02000639,S12000049,S37000034,S08000031,2955,5,3,6,3,8,4,8,4,0,0
S01003326,S02000637,S12000049,S37000034,S08000031,567,1,1,3,2,3,2,3,2,1,0
S01003327,S02000642,S12000049,S37000034,S08000031,967,2,1,3,2,4,2,4,2,1,0
S01003328,S02000635,S12000049,S37000034,S08000031,2928,5,3,6,3,8,4,8,4,0,0
S01003329,S02000640,S12000049,S37000034,S08000031,1656,3,2,5,3,6,3,6,3,0,0
S01003330,S02000645,S12000049,S37000034,S08000031,5317,9,5,9,5,10,5,10,5,0,0
S01003331,S02000635,S12000049,S37000034,S08000031,231,1,1,1,1,2,1,2,1,1,0
S01003332,S02000646,S12000049,S37000034,S08000031,818,2,1,3,2,4,2,4,2,1,0
S01003333,S02000635,S12000049,S37000034,S08000031,356,1,1,2,1,3,2,3,2,1,0
S01003334,S02000641,S12000049,S37000034,S08000031,1031,2,1,4,2,5,3,5,3,0,0
S01003335,S02000635,S12000049,S37000034,S08000031,1443,3,2,4,2,5,3,5,3,0,0
S01003336,S02000640,S12000049,S37000034,S08000031,129,1,1,1,1,1,1,1,1,1,0
S01003337,S02000643,S12000049,S37000034,S08000031,25,1,1,1,1,1,1,1,1,1,0
S01003338,S02000642,S12000049,S37000034,S08000031,2312,4,2,5,3,7,4,7,4,0,0
S01003339,S02000639,S12000049,S37000034,S08000031,1927,3,2,5,3,6,3,6,3,0,0
S01003340,S02000640,S12000049,S37000034,S08000031,650,1,1,3,2,4,2,4,2,1,0
S01003341,S02000645,S12000049,S37000034,S08000031,4852,8,4,8,4,9,5,9,5,0,0
S01003342,S02000647,S12000049,S37000034,S08000031,151,1,1,1,1,2,1,2,1,1,0
S01003343,S02000646,S12000049,S37000034,S08000031,121,1,1,1,1,1,1,1,1,1,0
S01003344,S02000641,S12000049,S37000034,S08000031,2593,4,2,6,3,7,4,7,4,0,0
S01003345,S02000639,S12000049,S37000034,S08000031,1300,2,1,4,2,5,3,5,3,0,0
S01003346,S02000638,S12000049,S37000034,S08000031,589,1,1,3,2,4,2,4,2,1,0
S01003347,S02000648,S12000049,S37000034,S08000031,33,1,1,1,1,1,1,1,1,1,0
S01003348,S02000642,S12000049,S37000034,S08000031,2333,4,2,6,3,7,4,7,4,0,0
S01003349,S02000660,S12000049,S37000034,S08000031,541,1,1,2,1,3,2,3,2,1,0
S01003350,S02000641,S12000049,S37000034,S08000031,1105,2,1,4,2,5,3,5,3,0,0
S01003351,S02000644,S12000049,S37000034,S08000031,508,1,1,2,1,3,2,3,2,1,0
S01003352,S02000646,S12000049,S37000034,S08000031,283,1,1,2,1,2,1,2,1,1,0
S01003353,S02000648,S12000049,S37000034,S08000031,273,1,1,2,1,2,1,2,1,1,0
S01003354,S02000643,S12000049,S37000034,S08000031,277,1,1,2,1,2,1,2,1,1,0
S01003355,S02000647,S12000049,S37000034,S08000031,1276,2,1,4,2,5,3,5,3,0,0
S01003356,S02000647,S12000049,S37000034,S08000031,146,1,1,1,1,2,1,2,1,1,0
S01003357,S02000649,S12000049,S37000034,S08000031,471,1,1,2,1,3,2,3,2,1,0
S01003358,S02000658,S12000049,S37000034,S08000031,1847,3,2,5,3,6,3,6,3,0,0
S01003359,S02000645,S12000049,S37000034,S08000031,5100,8,4,8,4,10,5,10,5,0,0
S01003360,S02000646,S12000049,S37000034,S08000031,1670,3,2,5,3,6,3,6,3,0,0
S01003361,S02000640,S12000049,S37000034,S08000031,581,1,1,3,2,3,2,3,2,1,0
S01003362,S02000641,S12000049,S37000034,S08000031,579,1,1,3,2,3,2,3,2,1,0
S01003363,S02000640,S12000049,S37000034,S08000031,726,2,1,3,2,4,2,4,2,1,0
S01003364,S02000656,S12000049,S37000034,S08000031,248,1,1,2,1,2,1,2,1,1,0
S01003365,S02000649,S12000049,S37000034,S08000031,741,2,1,3,2,4,2,4,2,1,0
S01003366,S02000658,S12000049,S37000034,S08000031,4833,8,4,8,4,9,5,9,5,0,0
S01003367,S02000656,S12000049,S37000034,S08000031,35,1,1,1,1,1,1,1,1,1,0
S01003368,S02000647,S12000049,S37000034,S08000031,4919,8,4,8,4,9,5,9,5,0,0
S01003369,S02000643,S12000049,S37000034,S08000031,400,1,1,2,1,3,2,3,2,1,0
S01003370,S02000650,S12000049,S37000034,S08000031,3868,6,3,7,4,8,4,8,4,0,0
S01003371,S02000650,S12000049,S37000034,S08000031,3272,5,3,7,4,8,4,8,4,0,0
S01003372,S02000654,S12000049,S37000034,S08000031,373,1,1,2,1,3,2,3,2,1,0
S01003373,S02000655,S12000049,S37000034,S08000031,555,1,1,2,1,3,2,3,2,1,0
S01003374,S02000646,S12000049,S37000034,S08000031,199,1,1,1,1,2,1,2,1,1,0
S01003375,S02000660,S12000049,S37000034,S08000031,1537,3,2,4,2,6,3,6,3,0,0
S01003376,S02000646,S12000049,S37000034,S08000031,49,1,1,1,1,1,1,1,1,1,0
S01003377,S02000654,S12000049,S37000034,S08000031,767,2,1,3,2,4,2,4,2,1,0
S01003378,S02000648,S12000049,S37000034,S08000031,750,2,1,3,2,4,2,4,2,1,0
S01003379,S02000652,S12000049,S37000034,S08000031,10,1,1,1,1,1,1,1,1,1,0
S01003380,S02000650,S12000049,S37000034,S08000031,2936,5,3,6,3,8,4,8,4,0,0
S01003381,S02000648,S12000049,S37000034,S08000031,1651,3,2,5,3,6,3,6,3,0,0
S01003382,S02000651,S12000049,S37000034,S08000031,2773,5,3,6,3,7,4,7,4,0,0
S01003383,S02000654,S12000049,S37000034,S08000031,1226,2,1,4,2,5,3,5,3,0,0
S01003384,S02000660,S12000049,S37000034,S08000031,715,2,1,3,2,4,2,4,2,1,0
S01003385,S02000650,S12000049,S37000034,S08000031,3292,5,3,7,4,8,4,8,4,0,0
S01003386,S02000660,S12000049,S37000034,S08000031,420,1,1,2,1,3,2,3,2,1,0
S01003387,S02000648,S12000049,S37000034,S08000031,399,1,1,2,1,3,2,3,2,1,0
S01003388,S02000649,S12000049,S37000034,S08000031,177,1,1,1,1,2,1,2,1,1,0
S01003389,S02000648,S12000049,S37000034,S08000031,175,1,1,1,1,2,1,2,1,1,0
S01003390,S02000652,S12000049,S37000034,S08000031,36,1,1,1,1,1,1,1,1,1,0
S01003391,S02000650,S12000049,S37000034,S08000031,169,1,1,1,1,2,1,2,1,1,0
S01003392,S02000659,S12000049,S37000034,S08000031,2292,4,2,5,3,7,4,7,4,0,0
S01003393,S02000657,S12000049,S37000034,S08000031,808,2,1,3,2,4,2,4,2,1,0
S01003394,S02000653,S12000049,S37000034,S08000031,760,2,1,3,2,4,2,4,2,1,0
S01003395,S02000659,S12000049,S37000034,S08000031,2990,5,3,6,3,8,4,8,4,0,0
S01003396,S02000656,S12000049,S37000034,S08000031,424,1,1,2,1,3,2,3,2,1,0
S01003397,S02000652,S12000049,S37000034,S08000031,27,1,1,1,1,1,1,1,1,1,0
S01003398,S02000653,S12000049,S37000034,S08000031,341,1,1,2,1,3,2,3,2,1,0
S01003399,S02000658,S12000049,S37000034,S08000031,4029,7,4,7,4,9,5,9,5,0,0
S01003400,S02000657,S12000049,S37000034,S08000031,805,2,1,3,2,4,2,4,2,1,0
S01003401,S02000654,S12000049,S37000034,S08000031,12,1,1,1,1,1,1,1,1,1,0
S01003402,S02000662,S12000049,S37000034,S08000031,11,1,1,1,1,1,1,1,1,1,0
S01003403,S02000661,S12000049,S37000034,S08000031,2036,3,2,5,3,6,3,6,3,0,0
